x_id,x_idregion_y1,proi1_y1,proi2_y1,proi3_y1,proi4_y1,proi5_y1,proi6_y1,proi7_y1,proi8_y1,inf1_y1,inf2_y1,inf3_y1,enrl1_y1,enrl_epi,enrl_epi2,ad_age,ad_gender,ad_field,ad_inst1,ad_need1,ad_need2,ad_inc1,ad_inc2,ad_award1,ad_award2,ad_unmet1,ad_unmet2,ad_inc3,ad_inc4,ad_loan1,ad_grant1,ad_asset1,ad_tuition1,ad_recip1,ad_ncb1,ad_cag1,ad_loan2,ad_bursary1,ad_loan3,ad_award3,enrl1_y2,proi_scale
ON21-20584,35,3,4,5,4,4,3,2,3,3,5,3,1,43.0107,43,18,0,18,3529,5112,960,NA,13792,5112,5112,0,0,5700,2200,4152,960,NA,NA,1,36440,1,960,0,3192,4152,1,28
ON21-20601,35,5,4,4,4,2,1,3,4,5,1,4,1,44.0702,44,20,0,18,3553,5270,959,NA,21581,5270,5270,0,0,4000,NA,4311,959,NA,NA,1,36440,1,959,0,3352,4311,2,31
ON21-20605,35,5,5,5,5,1,1,1,4,2,2,1,1,14.0801,14,19,0,20,3533,3597,956,NA,12629,3597,3597,0,0,9811,3800,2641,956,NA,NA,1,36440,1,956,0,1685,2641,1,37
ON21-20608,35,4,5,5,5,1,1,4,4,4,5,4,1,43.0107,43,18,1,17,3558,5464,960,NA,31764,5464,5464,0,0,1000,NA,4504,960,NA,NA,1,36440,1,960,0,3544,4504,1,33
ON21-20613,35,5,5,5,3,4,1,2,3,1,4,1,1,40.0501,40,18,1,31,3512,9631,2186,NA,36354,9731,9731,100,-100,4000,NA,7545,2186,NA,NA,1,36440,1,2186,0,5359,7545,1,32
ON21-20620,35,5,5,4,5,1,4,4,1,5,5,5,1,52.1905,52,18,0,15,3557,9629,960,NA,20075,9679,9679,50,-50,5300,2500,8719,960,NA,NA,1,36440,1,960,0,7759,8719,1,33
ON21-20623,35,4,5,4,5,1,1,5,2,4,5,5,1,24.0102,24,19,1,36,3528,13007,2186,NA,NA,11900,11900,1107,1107,5400,3000,9714,2186,NA,NA,1,36440,1,2186,0,7528,9714,1,33
ON21-20624,35,4,4,1,2,5,4,1,1,2,5,5,1,51,51,20,0,36,3528,14035,2186,NA,29579,11900,11900,2135,2135,600,NA,9714,2186,NA,NA,1,36440,1,2186,0,7528,9714,1,24
ON21-20639,35,4,4,4,4,1,1,3,4,5,4,5,1,31.0501,31,20,1,36,3518,13715,2186,NA,45513,12950,12950,765,765,2200,NA,10764,2186,NA,NA,1,46267,1,2186,0,8578,10764,1,31
ON21-20640,35,4,4,4,4,4,3,4,2,5,5,1,1,52.0304,52,18,0,30,3520,9133,2192,NA,14880,9183,9183,50,-50,1140,NA,6991,2192,NA,NA,1,41336,1,2192,0,4799,6991,1,27
ON21-20648,35,4,5,4,4,2,2,4,4,4,2,5,1,26.0101,26,18,0,17,3512,10971,2186,NA,14720,10971,10971,0,0,700,NA,8785,2186,NA,NA,1,36440,1,2186,0,6599,8785,1,29
ON21-20655,35,4,5,4,5,2,2,2,2,4,2,5,1,52.0201,52,18,0,15,3555,3953,508,NA,16664,3953,3953,0,0,981,3720,3445,508,NA,NA,1,36440,1,508,0,2937,3445,2,34
ON21-20675,35,4,5,5,5,1,1,2,1,5,5,5,1,50.0409,50,18,0,17,3536,959,384,NA,34828,959,959,0,0,5200,3200,575,384,NA,NA,1,36440,1,384,0,191,575,1,38
ON21-20679,35,4,5,4,5,4,1,2,5,5,5,5,1,43.0107,43,20,1,18,3529,4441,960,NA,NA,4441,4441,0,0,11200,6000,3481,960,NA,NA,1,36440,1,960,0,2521,3481,1,30
ON21-20686,35,5,5,4,5,2,1,2,4,5,5,4,1,15.0303,15,18,1,20,3549,10253,958,NA,30143,10253,10253,0,0,2023,NA,9295,958,NA,NA,1,36440,1,958,0,8337,9295,1,34
ON21-20695,35,4,4,2,2,2,2,2,5,5,1,2,1,26.0102,26,18,1,32,3512,5203,2181,NA,20838,5303,5303,100,-100,4850,NA,3122,2181,NA,NA,1,36440,1,2181,0,941,3122,1,25
ON21-20703,35,5,4,4,4,4,3,2,5,1,2,1,1,42.0101,42,18,0,32,3527,13037,2226,NA,23838,11900,11900,1137,1137,1320,NA,9674,2226,NA,NA,1,36440,1,2226,0,7448,9674,1,27
ON21-20711,35,5,5,4,4,1,1,2,3,4,3,3,1,24.0102,24,18,0,32,3515,11479,2159,NA,28694,11507,11507,28,-28,4000,NA,9348,2159,NA,NA,1,36440,1,2159,0,7189,9348,1,35
ON21-20712,35,5,5,5,4,1,1,1,4,4,1,5,1,52.0904,52,18,0,15,3530,6691,959,NA,23965,6691,6691,0,0,4425,NA,5732,959,NA,NA,1,36440,1,959,0,4773,5732,1,36
ON21-20722,35,3,3,3,1,2,2,4,4,2,1,1,1,42.0101,42,19,1,32,3512,10870,2186,NA,33125,10870,10870,0,0,4000,NA,8684,2186,NA,NA,1,36440,1,2186,0,6498,8684,1,22
ON21-20728,35,5,5,5,5,4,1,4,5,5,5,2,1,52.0903,52,19,0,30,3527,8178,2301,NA,30073,8178,8178,0,0,12000,NA,5877,2301,NA,NA,1,36440,1,2301,0,3576,5877,1,30
ON21-20735,35,4,5,5,4,2,2,2,4,5,2,4,1,19.0707,19,18,0,32,3512,4964,1447,NA,29622,4985,4985,21,-21,1600,3150,3538,1447,NA,NA,1,36440,1,1447,0,2091,3538,1,32
ON21-20744,35,5,5,5,3,2,3,3,4,5,5,1,1,26.0101,26,18,1,32,3518,13119,2186,NA,1806,12250,12250,869,869,160,NA,10064,2186,NA,NA,1,36440,1,2186,0,7878,10064,1,30
ON21-20745,35,3,4,4,4,3,2,3,3,4,4,3,1,14.1301,14,18,0,35,3518,10180,1953,NA,12392,8061,8061,2119,2119,NA,NA,6108,1953,NA,NA,1,36440,1,1953,0,4155,6108,1,28
ON21-20749,35,4,4,5,5,2,3,3,2,4,5,5,1,51.1401,51,18,0,32,3521,2942,1177,NA,22026,2907,2907,35,35,NA,500,1730,1177,NA,NA,1,36440,1,1177,0,553,1730,1,32
ON21-20752,35,4,5,5,4,4,2,4,4,4,4,5,1,11.0103,11,18,0,21,3560,5091,946,NA,11700,5141,5141,50,-50,3250,2800,4195,946,NA,NA,1,36440,1,946,0,3249,4195,1,28
ON21-20754,35,4,5,5,5,4,2,1,4,4,5,5,1,52.1304,52,19,1,32,3518,8628,2186,NA,12600,8628,8628,0,0,3000,NA,6442,2186,NA,NA,1,36440,1,2186,0,4256,6442,1,32
ON21-20758,35,3,4,5,5,1,1,1,4,5,2,5,1,19.0709,19,19,0,21,3535,4870,959,NA,17959,4870,4870,0,0,14480,NA,3911,959,NA,NA,1,36440,1,959,0,2952,3911,1,34
ON21-20762,35,5,5,4,5,1,2,1,4,5,5,5,1,31.0505,31,19,1,32,3520,6682,2192,NA,17349,6682,6682,0,0,NA,NA,4490,2192,NA,NA,1,36440,1,2192,0,2298,4490,1,35
ON21-20767,35,5,5,2,3,1,1,1,4,4,5,4,1,45.0401,45,18,0,32,3516,5029,2175,NA,33894,5192,5192,163,-163,480,1600,3017,2175,NA,NA,1,36440,1,2175,0,842,3017,1,32
ON21-20771,35,4,4,5,4,2,1,2,3,5,5,4,1,50.0409,50,18,0,32,3527,7029,2226,NA,27124,8274,8274,1245,-1245,NA,NA,6048,2226,NA,NA,1,36440,1,2226,0,3822,6048,1,33
ON21-20777,35,5,5,4,5,2,1,2,2,5,5,5,1,24.0102,24,18,0,20,3551,9342,960,NA,28332,9746,9746,404,-404,2110,NA,8786,960,NA,NA,1,36440,1,960,0,7826,8786,1,36
ON21-20786,35,5,5,5,4,1,2,5,4,5,4,5,1,50.0408,50,19,0,20,3558,9213,960,NA,31359,9213,9213,0,0,9300,NA,8253,960,NA,NA,1,36440,1,960,0,7293,8253,1,31
ON21-20799,35,5,4,4,4,5,2,4,4,5,5,4,1,51,51,18,0,36,3521,13877,2163,NA,34165,9303,9303,4574,4574,5000,NA,7140,2163,NA,NA,1,36440,1,2163,0,4977,7140,1,26
ON21-20805,35,3,4,5,4,2,1,4,4,5,5,4,1,26.0101,26,18,0,32,3518,8437,2186,NA,13140,8437,8437,0,0,1300,1600,6251,2186,NA,NA,1,41336,1,2186,0,4065,6251,1,29
ON21-20814,35,4,4,5,3,3,3,4,3,3,5,4,1,14.0701,14,19,0,35,3518,10716,1631,NA,30965,8061,8061,2655,2655,870,NA,6430,1631,NA,NA,1,36440,1,1631,0,4799,6430,1,27
ON21-20848,35,4,5,3,4,2,2,3,4,4,4,5,1,52.0201,52,18,1,30,3522,11418,2259,NA,31246,11418,11418,0,0,1800,NA,9159,2259,NA,NA,1,41336,1,2259,0,6900,9159,1,29
ON21-20854,35,4,5,5,4,1,1,2,3,5,4,5,1,14.0701,14,19,0,35,3520,13332,3000,NA,34452,11550,11550,1782,1782,835,NA,8550,3000,NA,NA,1,36440,1,3000,0,5550,8550,2,35
ON21-20861,35,4,5,5,5,4,2,4,4,4,5,4,1,52.0101,52,18,1,NA,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,29
ON21-20862,35,5,5,4,5,1,2,3,4,3,5,4,1,26.0101,26,18,0,32,3518,7103,2186,NA,1160,8490,8490,1387,-1387,NA,NA,6304,2186,NA,NA,1,36440,1,2186,0,4118,6304,1,33
ON21-20863,35,5,5,5,5,5,3,4,4,5,5,4,1,14.0101,14,18,1,35,3520,17817,3000,NA,26672,11550,11550,6267,6267,NA,NA,8550,3000,NA,NA,1,36440,1,3000,0,5550,8550,1,28
ON21-20865,35,4,5,5,4,4,2,4,4,5,4,5,1,50.0706,50,19,1,15,3535,9912,1366,NA,8137,9912,9912,0,0,3000,NA,8546,1366,NA,NA,1,36440,1,1366,0,7180,8546,1,28
ON21-20875,35,5,5,5,5,1,2,4,3,5,5,5,1,52.0101,52,18,0,30,3514,3380,210,NA,35578,3380,3380,0,0,5000,1500,3170,210,NA,NA,1,36440,1,210,0,2960,3170,1,34
ON21-20877,35,4,4,5,2,2,1,2,2,5,5,5,1,14.1001,14,19,1,32,3516,10770,2717,NA,26377,11222,11222,452,-452,4300,NA,8505,2717,NA,NA,1,36440,1,2717,0,5788,8505,1,32
ON21-20881,35,4,4,3,5,NA,1,1,4,5,5,4,1,38.0101,38,20,1,32,3524,7291,2185,NA,8424,7291,7291,0,0,1014,NA,5106,2185,NA,NA,1,36440,1,2185,0,2921,5106,1,NA
ON21-20882,35,5,5,5,5,1,2,2,2,5,2,1,1,44.0701,44,19,0,17,3558,8684,960,NA,29241,8684,8684,0,0,7150,2960,7724,960,NA,NA,1,36440,1,960,0,6764,7724,1,37
ON21-20885,35,4,4,4,5,2,1,4,4,4,2,4,1,42.0101,42,18,0,32,3516,9236,2175,NA,17214,10302,10302,1066,-1066,5300,NA,8127,2175,NA,NA,1,36440,1,2175,0,5952,8127,1,30
ON21-20898,35,5,5,3,3,2,2,4,4,4,2,4,1,50.0901,50,19,1,17,3534,9716,960,NA,16362,9716,9716,0,0,3678,NA,8756,960,NA,NA,1,36440,1,960,0,7796,8756,1,28
ON21-20902,35,5,4,3,3,2,3,4,4,5,2,4,1,13.0101,13,19,0,20,3540,8171,959,NA,11316,8171,8171,0,0,2541,NA,7212,959,NA,NA,1,36440,1,959,0,6253,7212,1,26
ON21-20905,35,3,3,5,5,5,3,5,5,3,4,1,1,51.1102,51,18,1,32,3518,9002,2186,NA,34692,9002,9002,0,0,1600,NA,6816,2186,NA,NA,1,36440,1,2186,0,4630,6816,1,22
ON21-20927,35,5,5,4,5,1,1,5,5,4,5,2,1,38.0101,38,18,0,32,3511,10713,2169,NA,36185,11188,11188,475,-475,6500,NA,9019,2169,NA,NA,1,36440,1,2169,0,6850,9019,1,31
ON21-20930,35,5,5,5,4,1,1,4,3,5,4,5,1,24.0102,24,18,0,36,3545,7637,2132,NA,34196,9024,9024,1387,-1387,3500,NA,6892,2132,NA,NA,1,36440,1,2132,0,4760,6892,1,34
ON21-20938,35,4,5,4,4,4,2,1,1,4,5,3,1,9.0401,9,18,0,17,3531,6459,960,NA,11673,6459,6459,0,0,NA,NA,5499,960,NA,NA,1,41336,1,960,0,4539,5499,1,33
ON21-20940,35,4,5,3,4,2,1,2,5,5,5,5,1,50.0901,50,18,1,32,3543,14069,2142,NA,19935,11550,11550,2519,2519,1700,300,9408,2142,NA,NA,1,36440,1,2142,0,7266,9408,2,30
ON21-20952,35,4,5,2,2,2,1,4,4,5,5,5,1,24.0102,24,18,0,32,3515,11328,2159,NA,34004,11378,11378,50,-50,1600,NA,9219,2159,NA,NA,1,36440,1,2159,0,7060,9219,1,26
ON21-20954,35,5,5,3,4,1,3,4,5,4,3,5,1,26.0101,26,18,1,32,3518,8490,2186,NA,28176,9290,9290,800,-800,NA,NA,7104,2186,NA,NA,1,36440,1,2186,0,4918,7104,1,28
ON21-20960,35,4,5,5,4,2,1,3,2,5,5,5,1,44.0702,44,18,0,18,3543,10534,951,NA,6994,10534,10534,0,0,NA,220,9583,951,NA,NA,1,36440,1,951,0,8632,9583,2,34
ON21-20961,35,5,5,4,5,4,4,3,4,5,3,5,1,55.0101,55,18,0,32,3524,12815,2185,NA,19178,11900,11900,915,915,2000,NA,9715,2185,NA,NA,1,41336,1,2185,0,7530,9715,1,28
ON21-20963,35,5,4,5,5,1,1,2,4,4,5,5,1,42.0101,42,18,0,32,3522,9723,2186,NA,33995,9723,9723,0,0,4146,2872,7537,2186,NA,NA,1,36440,1,2186,0,5351,7537,1,35
ON21-20966,35,5,4,4,5,2,2,4,4,5,5,5,1,52.0201,52,18,1,30,3522,13929,2259,NA,29310,11900,11900,2029,2029,400,NA,9641,2259,NA,NA,1,36440,1,2259,0,7382,9641,1,30
ON21-20973,35,5,5,4,3,4,2,5,5,5,5,2,1,42.0101,42,18,0,32,3524,8281,2185,NA,27734,8281,8281,0,0,500,NA,6096,2185,NA,NA,1,36440,1,2185,0,3911,6096,1,25
ON21-20987,35,5,3,5,2,3,4,5,4,4,4,1,1,50.0702,50,18,0,32,3544,14459,2175,NA,32578,11900,11900,2559,2559,2200,500,9725,2175,NA,NA,1,36440,1,2175,0,7550,9725,1,23
ON21-21000,35,4,5,5,3,1,2,5,5,3,3,3,1,51.1613,51,18,0,21,3530,12212,1199,NA,20578,12367,12367,155,-155,2100,NA,11168,1199,NA,NA,1,36440,1,1199,0,9969,11168,1,28
ON21-21004,35,5,5,4,5,5,3,4,4,5,5,5,1,14.9999,14,18,0,35,3520,11385,3000,NA,26068,11435,11435,50,-50,1850,2600,8435,3000,NA,NA,1,36440,1,3000,0,5435,8435,1,27
ON21-21006,35,5,5,5,4,4,3,4,4,5,4,4,1,51.1201,51,18,0,20,3534,9742,960,NA,5124,9742,9742,0,0,5900,NA,8782,960,NA,NA,1,36440,1,960,0,7822,8782,1,28
ON21-21011,35,4,5,5,5,2,1,4,1,5,5,4,1,9.0101,9,19,0,32,3524,6520,1530,NA,26352,6520,6520,0,0,400,NA,4990,1530,NA,NA,1,36440,1,1530,0,3460,4990,1,35
ON21-21013,35,2,5,4,4,2,1,4,4,5,4,5,1,22.0302,22,18,0,30,3543,8615,2142,NA,12451,8615,8615,0,0,2800,NA,6473,2142,NA,NA,1,36440,1,2142,0,4331,6473,1,28
ON21-21028,35,5,5,5,3,2,1,3,4,5,1,5,1,50.0602,50,19,1,32,3524,9918,2185,NA,22762,9918,9918,0,0,4500,NA,7733,2185,NA,NA,1,36440,1,2185,0,5548,7733,1,32
ON21-21030,35,3,4,4,3,2,1,3,3,5,5,1,1,52.0101,52,19,0,15,3561,3706,960,NA,11405,3706,3706,0,0,3200,3000,2746,960,NA,NA,1,36440,1,960,0,1786,2746,1,29
ON21-21033,35,4,5,4,4,1,2,4,4,5,2,5,1,45.0401,45,18,0,32,3516,6767,2175,NA,32438,7699,7699,932,-932,4800,NA,5524,2175,NA,NA,1,36440,1,2175,0,3349,5524,1,30
ON21-21056,35,5,5,4,4,5,1,4,2,5,5,5,1,4.0301,4,18,1,33,3527,11382,2226,NA,27756,11382,11382,0,0,1900,1600,9156,2226,NA,NA,1,36440,1,2226,0,6930,9156,1,30
ON21-21064,35,5,5,1,1,1,1,2,4,3,1,3,1,52.0201,52,18,1,15,3536,5685,959,NA,25788,5685,5685,0,0,2290,2635,4726,959,NA,NA,1,36440,1,959,0,3767,4726,2,28
ON21-21067,35,4,5,4,4,4,1,4,3,5,5,5,1,44.0501,44,19,0,32,3524,7304,2185,NA,24308,7304,7304,0,0,6500,NA,5119,2185,NA,NA,1,36440,1,2185,0,2934,5119,1,29
ON21-21068,35,5,5,4,4,2,2,4,1,5,5,5,1,45.0101,45,18,0,32,3518,7430,2186,NA,16053,8817,8817,1387,-1387,2600,NA,6631,2186,NA,NA,1,36440,1,2186,0,4445,6631,1,33
ON21-21081,35,4,4,5,5,2,1,4,4,5,5,2,1,23.0101,23,18,0,32,3521,6139,2163,NA,31848,6139,6139,0,0,2511,2232,3976,2163,NA,NA,1,36440,1,2163,0,1813,3976,1,31
ON21-21091,35,4,5,4,4,2,2,5,5,5,5,4,1,5.0124,5,18,0,32,3524,3181,1272,NA,31664,3181,3181,0,0,1000,NA,1909,1272,NA,NA,1,36440,1,1272,0,637,1909,1,27
ON21-21093,35,5,5,5,4,4,1,4,3,5,5,4,1,52.0201,52,20,1,15,3541,5012,921,NA,18530,5012,5012,0,0,5330,NA,4091,921,NA,NA,1,36440,1,921,0,3170,4091,1,31
ON21-21095,35,3,5,3,4,3,2,2,5,4,5,5,1,52.0201,52,18,0,32,3518,7050,2186,NA,13288,8437,8437,1387,-1387,NA,NA,6251,2186,NA,NA,1,36440,1,2186,0,4065,6251,1,27
ON21-21098,35,4,5,3,4,3,2,4,4,4,1,4,1,11.0701,11,18,1,32,3520,6348,1663,NA,29655,6398,6398,50,-50,4186,NA,4735,1663,NA,NA,1,41336,1,1663,0,3072,4735,1,27
ON21-21100,35,5,5,5,5,2,1,1,2,4,1,5,1,52.0201,52,19,0,15,3558,10947,960,NA,NA,11048,11048,101,-101,4895,NA,10088,960,NA,NA,1,36440,1,960,0,9128,10088,1,38
ON21-21101,35,4,4,3,3,2,3,2,2,3,5,3,1,11.0701,11,20,1,32,3518,12034,2186,NA,NA,12120,12120,86,-86,1092,NA,9934,2186,NA,NA,1,36440,1,2186,0,7748,9934,1,29
PQC21-10002,24,1,5,4,4,1,1,4,2,1,1,1,1,45.1101,45,20,0,32,2472,13221,4000,NA,14714,13221,13221,0,0,NA,5500,7660,5561,NA,NA,1,36440,1,4000,0,3660,9221,1,30
PQC21-10018,24,5,5,5,4,1,1,3,4,5,5,5,1,24.0102,24,17,0,17,2423,6965,2500,NA,14664,6965,6965,0,0,NA,0,4480,2485,NA,NA,1,36440,1,2500,0,1980,4465,1,34
PQC21-10019,24,1,5,5,5,4,4,5,5,4,4,1,1,54.0101,54,20,1,32,2465,7908,4000,NA,23180,7908,7908,0,0,NA,4470,6440,1468,NA,NA,1,36440,1,4000,0,2440,3908,1,22
PQC21-10031,24,4,5,4,4,1,1,4,4,5,4,5,1,22.0101,22,25,1,37,2480,6094,2500,NA,11456,6094,6094,0,0,NA,0,4940,1154,NA,NA,1,36440,1,2500,0,2440,3594,1,31
PQC21-10034,24,5,5,5,5,1,1,1,2,5,5,5,1,14.0903,14,22,1,32,2469,10165,2500,NA,127,10165,10165,0,0,NA,0,8160,2005,NA,NA,1,36440,1,2500,0,5660,7665,1,39
PQC21-10038,24,5,5,4,5,1,2,4,4,4,2,4,1,14.1001,14,22,1,32,2469,7443,2500,NA,9535,7443,7443,0,0,NA,1498,6160,1283,NA,NA,1,36440,1,2500,0,3660,4943,1,32
PQC21-10040,24,4,5,5,4,1,1,5,5,4,3,4,1,26.0202,26,21,1,32,2459,6765,2500,NA,15827,6765,6765,0,0,NA,5250,4940,1825,NA,NA,1,36440,1,2500,0,2440,4265,1,30
PQC21-10049,24,5,5,5,4,1,1,4,4,5,4,4,1,30.1801,30,21,1,17,2403,6971,2500,NA,19798,6971,6971,0,0,NA,0,4480,2491,NA,NA,1,36440,1,2500,0,1980,4471,1,33
PQC21-10050,24,4,5,4,5,1,2,3,4,4,5,3,1,14.0901,14,20,1,32,2469,6945,2500,NA,127,6945,6945,0,0,NA,3409,5820,1125,NA,NA,1,36440,1,2500,0,3320,4445,2,32
PQC21-10062,24,5,5,5,4,4,2,4,4,4,5,1,1,52.1905,52,24,1,32,2463,8781,4000,NA,17577,8781,8781,0,0,NA,6439,6440,2341,NA,NA,1,36440,1,4000,0,2440,4781,1,29
PQC21-10063,24,5,5,5,2,2,2,1,2,5,1,4,1,51.1616,51,19,0,21,2428,6502,2500,NA,18325,6502,6502,0,0,NA,4953,4480,2022,NA,NA,1,36440,1,2500,0,1980,4002,2,34
PQC21-10066,24,4,1,4,1,1,2,5,2,5,2,1,1,13.1401,13,22,1,33,2480,9252,4000,NA,1490,9252,9252,0,0,NA,815,6440,2812,NA,NA,1,36440,1,4000,0,2440,5252,1,24
PQC21-10067,24,5,5,4,4,3,1,3,5,4,2,2,1,44.0701,44,20,0,32,2466,9174,4000,NA,7050,9174,9174,0,0,NA,1200,7660,1514,NA,NA,1,36440,1,4000,0,3660,5174,2,30
PQC21-10070,24,5,4,4,4,1,1,4,4,5,4,2,1,9.0904,9,19,0,32,2461,7014,2500,NA,5855,7014,7014,0,0,NA,3197,4940,2074,NA,NA,1,36440,1,2500,0,2440,4514,1,31
PQC21-10076,24,5,5,5,4,1,1,4,4,5,5,4,1,3.0501,3,19,0,16,2405,6623,2500,NA,10208,6623,6623,0,0,NA,5927,4480,2143,NA,NA,1,36440,1,2500,0,1980,4123,1,33
PQC21-10079,24,5,4,4,5,2,2,4,2,5,2,4,1,44.0701,44,19,0,17,2431,6915,2500,NA,11006,6915,6915,0,0,NA,0,4480,2435,NA,NA,1,36440,1,2500,0,1980,4415,1,32
PQC21-10092,24,4,5,4,5,1,1,5,5,5,5,5,1,1.0103,1,23,0,31,2467,8286,4000,NA,12828,8286,8286,0,0,NA,0,6440,1846,NA,NA,1,36440,1,4000,0,2440,4286,1,30
PQC21-10097,24,4,4,5,5,5,4,5,4,5,2,4,1,51.3103,51,18,0,21,2417,9927,4000,NA,14500,9927,9927,0,0,NA,0,6640,3287,NA,NA,1,36440,1,4000,0,2640,5927,2,24
PQC21-10099,24,4,5,5,5,1,1,1,1,5,5,5,1,24.0103,24,18,0,15,2421,9414,4000,NA,8345,9414,9414,0,0,NA,0,7980,1434,NA,NA,1,36440,1,4000,0,3980,5414,1,39
PQC21-10100,24,5,5,4,4,1,4,5,5,5,5,5,1,51.2306,51,22,0,36,2480,10481,4000,NA,14144,10481,10481,0,0,NA,1255,8440,2041,NA,NA,1,36440,1,4000,0,4440,6481,1,27
PQC21-10101,24,5,5,4,3,2,1,3,2,4,4,4,1,14.0801,14,17,1,20,2431,6965,2500,NA,11866,6965,6965,0,0,NA,2000,4480,2485,NA,NA,1,36440,1,2500,0,1980,4465,1,33
PQC21-10136,24,4,5,4,4,4,2,4,4,5,5,2,1,13.0101,13,18,0,32,1310,12742,4000,NA,579,12742,12742,0,0,NA,300,11384,1358,NA,NA,1,36440,1,4000,0,7384,8742,2,27
PQC21-10143,24,5,5,2,4,1,1,2,2,5,1,4,1,45.0701,45,20,0,32,2465,8225,4000,NA,16843,8225,8225,0,0,NA,0,6440,1785,NA,NA,1,36440,1,4000,0,2440,4225,1,34
PQC21-10151,24,5,4,4,4,3,3,4,5,3,2,4,1,13.1311,13,23,0,33,2468,7704,4000,NA,19717,7704,7704,0,0,NA,2170,6440,1264,NA,NA,1,36440,1,4000,0,2440,3704,2,26
PQC21-10152,24,4,5,4,1,1,1,5,5,5,4,1,1,43.0101,43,19,0,15,2431,5848,2500,NA,19753,5848,5848,0,0,NA,3300,4400,1448,NA,NA,1,36440,1,2500,0,1900,3348,2,26
PQC21-10156,24,4,5,5,5,1,4,4,5,5,4,5,1,10.0202,10,20,1,17,2412,9457,4000,NA,25299,9457,9457,0,0,NA,3588,7980,1477,NA,NA,1,36440,1,4000,0,3980,5457,2,29
PQC21-10163,24,4,4,4,4,1,1,2,3,4,2,5,1,1.0103,1,24,0,31,2480,6797,2500,NA,18911,6797,6797,0,0,NA,5676,4940,1857,NA,NA,1,36440,1,2500,0,2440,4297,1,33
PQC21-10167,24,4,5,5,4,1,1,3,4,5,4,3,1,13.1206,13,20,0,33,2461,6339,2500,NA,18000,6339,6339,0,0,NA,0,4940,1399,NA,NA,1,36440,1,2500,0,2440,3839,1,33
PQC21-10169,24,5,4,5,5,1,1,1,1,5,4,4,1,30.1801,30,18,0,17,2403,9475,4000,NA,4647,9475,9475,0,0,NA,0,7980,1495,NA,NA,1,46267,1,4000,0,3980,5475,1,39
PQC21-10171,24,5,5,4,5,1,1,3,2,4,4,4,1,30.1801,30,19,0,17,2450,8307,2500,NA,12445,8307,8307,0,0,NA,6000,6540,1767,NA,NA,1,36440,1,2500,0,4040,5807,1,36
PQC21-10173,24,3,5,3,1,1,1,2,4,3,1,3,1,50.0408,50,19,0,17,2431,6888,2500,NA,15679,6888,6888,0,0,NA,1450,4480,2408,NA,NA,1,36440,1,2500,0,1980,4388,2,28
PQC21-10186,24,3,5,5,5,3,1,1,2,4,5,5,1,24.0101,24,18,1,35,2459,7537,2500,NA,8652,7537,7537,0,0,NA,0,6160,1377,NA,NA,1,36440,1,2500,0,3660,5037,1,35
PQC21-10192,24,5,5,4,5,4,1,4,5,5,4,4,1,51.1616,51,18,0,21,2424,6090,2500,NA,7476,6090,6090,0,0,NA,0,4480,1610,NA,NA,1,36440,1,2500,0,1980,3590,1,29
PQC21-10194,24,5,5,4,5,1,1,4,4,5,1,5,1,50.0505,50,23,0,32,2461,8037,4000,NA,13143,8037,8037,0,0,NA,6800,6440,1597,NA,NA,1,36440,1,4000,0,2440,4037,1,33
PQC21-10202,24,4,5,5,5,1,1,3,4,2,1,1,1,24.0103,24,23,1,15,2431,9155,4000,NA,6915,9155,9155,0,0,NA,3000,7980,1175,NA,NA,1,36440,1,4000,0,3980,5155,1,34
PQC21-10216,24,5,5,4,4,1,1,5,5,5,5,4,1,26.0407,26,21,0,32,2472,8342,2500,NA,18000,8342,8342,0,0,NA,1011,6160,2182,NA,NA,1,36440,1,2500,0,3660,5842,1,30
PQC21-10217,24,5,5,4,4,2,2,4,4,4,4,5,1,51.0603,51,20,0,19,2431,8965,2500,NA,12560,8965,8965,0,0,NA,2000,6480,2485,NA,NA,1,36440,1,2500,0,3980,6465,1,30
PQC21-10218,24,4,4,5,5,1,4,4,4,4,4,5,1,50.0901,50,17,1,17,2404,9152,4000,NA,12560,9152,9152,0,0,NA,4200,7980,1172,NA,NA,1,36440,1,4000,0,3980,5152,1,29
PQC21-10243,24,5,5,5,5,1,2,3,1,5,3,3,1,54.0101,54,22,1,32,2463,6662,2500,NA,22106,6662,6662,0,0,NA,6500,4940,1722,NA,NA,1,41336,1,2500,0,2440,4162,1,37
PQC21-10247,24,5,5,5,5,1,1,2,4,5,2,5,1,121212,121212,17,0,17,2443,7429,4000,NA,4244,7429,7429,0,0,NA,1188,5980,1449,NA,NA,1,36440,1,4000,0,1980,3429,1,36
PQC21-10255,24,5,5,4,5,1,4,3,3,5,1,2,1,22.0101,22,21,0,37,2480,9908,4000,NA,13443,9908,9908,0,0,NA,0,6440,3468,NA,NA,1,41336,1,4000,0,2440,5908,2,32
PQC21-10257,24,5,5,3,3,1,1,3,4,5,1,5,1,51.1616,51,23,0,21,2433,7192,4000,NA,10200,7192,7192,0,0,NA,6000,5980,1212,NA,NA,1,36440,1,4000,0,1980,3192,1,31
