x_id,x_idregion_y1,proi1_y1,proi2_y1,proi3_y1,proi4_y1,proi5_y1,proi6_y1,proi7_y1,proi8_y1,inf1_y1,inf2_y1,inf3_y1,enrl1_y1,enrl_epi,enrl_epi2,ad_age,ad_gender,ad_field,ad_inst1,ad_need1,ad_need2,ad_inc1,ad_inc2,ad_award1,ad_award2,ad_unmet1,ad_unmet2,ad_inc3,ad_inc4,ad_loan1,ad_grant1,ad_asset1,ad_tuition1,ad_recip1,ad_ncb1,ad_cag1,ad_loan2,ad_bursary1,ad_loan3,ad_award3,enrl1_y2,proi_scale
e,48,4,3,4,4,3,3,4,4,5,3,5,1,14.0101,14,18,1,32,4825,7500,1000,NA,81996,8500,9500,0,-1000,3540,0,7000,1500,0,6006,1,36440,0,0,1000,7000,8500,1,25
ABA21-10003,48,5,5,4,4,1,1,4,2,4,5,4,1,13.0101,13,22,0,33,4837,13200,1000,NA,NA,14200,15200,0,-1000,3954,1480,10200,4000,0,6954,1,NA,NA,0,1000,10200,14200,1,34
ABA21-10005,48,4,5,4,5,4,1,2,4,1,2,4,1,51.1601,51,18,0,21,4803,5645,1000,NA,0,6145,7145,0,-500,5128,0,4645,1500,0,5128,1,36440,1,0,1000,4645,6145,1,31
ABA21-10006,48,5,5,4,4,2,1,4,4,5,2,4,1,24.0102,24,23,1,32,4813,13454,1000,NA,NA,14450,15450,0,-996,19590,1480,7140,7310,0,6808,1,NA,NA,0,1000,7140,14450,1,31
ABA21-10024,48,5,4,5,5,1,1,2,3,3,4,4,1,51.1601,51,21,0,21,4806,3930,1000,NA,78070,4930,5930,0,-1000,9562,0,3930,1000,0,3000,1,36440,0,0,1000,3930,4930,1,36
ABA21-10027,48,4,5,4,4,2,3,4,4,4,3,5,1,14.2701,14,18,1,20,4834,7595,1000,NA,0,7595,8595,0,0,3093,0,5595,2000,0,3485,1,36440,1,0,1000,5595,7595,1,28
ABA21-10030,48,5,5,4,5,2,1,4,4,5,2,4,1,31.0505,31,19,0,17,4804,8881,1000,NA,98760,9880,10880,1,-999,5575,0,8380,1500,0,3621,1,36440,0,0,1000,8380,9880,1,32
ABA21-10039,48,5,5,4,4,2,1,2,4,4,4,5,1,45.1101,45,22,1,32,4813,5000,1000,NA,NA,6000,7000,0,-1000,10172,0,5000,1000,0,6808,1,NA,NA,0,1000,5000,6000,1,33
ABA21-10044,48,5,5,4,4,3,4,4,4,4,4,5,1,24.0102,24,21,1,17,3508,7626,1000,NA,124698,8625,9625,0,-999,13578,0,7140,1485,0,8575,1,36440,0,0,1000,7140,8625,2,27
ABA21-10046,48,3,3,4,4,2,4,4,2,3,4,5,1,51.1601,51,18,0,36,4825,9419,1000,NA,20611,10415,11415,4,-996,0,0,4140,6275,0,6553,1,36440,1,0,1000,4140,10415,1,26
ABA21-10056,48,4,3,3,3,2,3,4,4,3,3,2,1,52.0201,52,20,0,32,4825,1146,1000,NA,86798,2145,3145,1,-999,7005,0,1145,1000,0,3500,1,36440,0,0,1000,1145,2145,1,24
ABA21-10063,48,4,4,4,2,5,2,4,4,2,1,4,1,52.0201,52,25,1,15,4804,8705,1000,7024,NA,9705,10705,0,-1000,15273,6280,8705,1000,0,3785,1,NA,NA,0,1000,8705,9705,2,23
ABA21-10064,48,3,4,2,4,4,2,4,4,4,1,2,1,51.1601,51,25,0,21,4803,1868,1000,NA,NA,2865,3865,0,-997,16396,1480,1865,1000,0,4208,1,NA,NA,0,1000,1865,2865,1,23
ABA21-10065,48,4,4,3,3,3,4,4,4,2,4,3,1,52.0904,52,22,0,15,4834,8138,1000,NA,NA,9075,10075,63,-937,0,0,7080,1995,0,3972,1,NA,NA,0,1000,7080,9075,1,23
ABA21-10068,48,4,4,4,5,4,2,5,2,5,5,5,1,19.0707,19,22,0,18,4806,15025,1000,0,NA,16025,17025,0,-1000,12085,0,4750,11275,0,2811,1,NA,NA,0,1000,4750,16025,1,28
ABA21-10073,48,5,4,3,3,1,2,2,4,2,4,3,1,24.0102,24,20,1,32,4803,7381,1000,NA,93495,8380,9380,0,-999,3749,0,7380,1000,300,4539,1,36440,0,0,1000,7380,8380,1,30
ABA21-10082,48,5,5,4,4,2,1,4,4,5,4,4,1,51.0907,51,22,0,21,4832,12646,1000,NA,NA,13645,14645,1,-999,14955,0,10710,2935,0,5638,1,NA,NA,0,1000,10710,13645,1,31
ABA21-10087,48,4,4,5,4,3,2,3,4,5,2,4,1,50.0901,50,19,0,32,5933,6415,1000,NA,89292,7415,8415,0,-1000,5751,0,6415,1000,0,5276,1,36440,0,0,1000,6415,7415,1,29
ABA21-10090,48,5,5,5,5,2,2,1,4,4,2,5,1,24.0102,24,37,0,17,4804,20252,1000,NA,NA,21250,22250,2,-998,21996,0,7140,14110,0,2340,1,NA,NA,0,1000,7140,21250,1,35
ABA21-10098,48,4,5,3,3,2,2,3,4,5,5,5,1,52.0101,52,18,0,32,4825,8815,1000,NA,NA,8315,9315,0,500,0,0,6815,1500,0,5041,1,NA,NA,0,1000,6815,8315,1,28
ABA21-10114,48,2,5,2,4,2,2,2,4,5,5,5,1,24.0101,24,18,0,17,4805,11256,1000,NA,18741,12255,13255,1,-999,2560,1480,9655,2600,0,4180,1,36440,1,0,1000,9655,12255,1,27
ABA21-10119,48,5,5,4,5,2,2,2,5,4,1,1,1,44.0701,44,25,0,32,4803,15019,1000,NA,NA,16015,17015,4,-996,12353,0,9440,6575,0,4539,1,NA,NA,0,1000,9440,16015,1,32
ABA21-10120,48,2,NA,4,4,4,2,4,4,2,1,4,1,19.0707,19,20,0,18,4805,4358,1000,NA,82131,5355,6355,3,-997,7114,0,3855,1500,0,4400,1,36440,0,0,1000,3855,5355,1,NA
ABA21-10124,48,5,5,5,4,1,1,3,4,5,3,5,1,14.9999,14,18,1,20,4832,11080,1000,NA,0,10580,11580,0,500,7432,0,7140,3440,0,3827,1,36440,1,0,1000,7140,10580,1,34
ABA21-10131,48,5,5,3,4,2,1,2,3,5,4,5,1,40.0601,40,27,0,32,3514,14000,1000,NA,NA,15000,16000,0,-1000,630,0,11000,4000,0,4900,1,NA,NA,0,1000,11000,15000,1,33
ABA21-10136,48,5,5,4,5,5,2,4,5,4,5,4,1,24.0102,24,22,0,22,4806,11986,1000,NA,NA,12985,13985,1,-999,8753,0,9735,3250,0,4321,1,NA,NA,0,1000,9735,12985,2,27
ABA21-10138,48,4,5,4,4,4,2,4,4,2,4,4,1,24.0102,24,20,0,32,4806,7495,1000,NA,46820,8495,9495,0,-1000,3720,0,6495,2000,0,3971,1,36440,0,0,1000,6495,8495,1,27
ABA21-10141,48,4,5,4,3,1,2,1,3,5,5,4,1,31.0505,31,18,0,32,4828,7440,1000,NA,48756,7940,8940,0,-500,0,0,5940,2000,0,4245,1,36440,0,0,1000,5940,7940,1,33
ABA21-10143,48,4,5,4,5,2,2,4,4,2,4,5,1,24.0101,24,20,0,32,4827,3530,1000,NA,83139,4530,5530,0,-1000,6419,0,3530,1000,0,4778,1,36440,0,0,1000,3530,4530,2,30
ABA21-10146,48,4,5,4,4,2,2,3,3,4,5,4,1,24.0102,24,18,0,35,4825,3930,1000,NA,132871,4930,5930,3,-1000,1187,0,3930,1000,0,5037,1,36440,0,0,1000,3930,4930,1,31
ABA21-10190,48,4,5,2,5,2,4,4,4,5,5,4,1,23.0101,23,18,1,32,4828,10090,1000,NA,27158,11090,12090,0,-1000,0,0,5140,5950,0,4584,1,36440,1,0,1000,5140,11090,1,26
ABA21-10194,48,5,5,4,4,2,1,1,4,5,4,5,1,51.1102,51,18,0,32,4806,4535,1000,NA,55185,5535,6535,0,-1000,0,2136,4035,1500,1000,3778,1,36440,0,0,1000,4035,5535,1,34
ABA21-10195,48,4,5,5,4,2,2,3,3,4,3,5,1,14.9999,14,25,1,20,4832,9180,1000,NA,NA,8680,9680,0,500,38174,0,6180,2500,0,3827,1,NA,NA,0,1000,6180,8680,1,32
ABA21-10196,48,4,4,4,4,1,1,4,4,5,5,4,1,25.0301,25,20,0,17,4834,9930,1000,NA,19537,10930,11930,0,-1000,4637,0,9430,1500,0,3437,1,36440,1,0,1000,9430,10930,1,30
ABA21-10204,48,5,5,4,5,5,1,3,4,4,4,5,1,45.0702,45,18,1,18,4833,3112,1000,NA,59199,3615,4615,0,-503,0,0,2615,1000,2750,4330,1,36440,0,0,1000,2615,3615,1,30
ABA21-10210,48,5,5,5,5,2,1,1,4,5,5,5,1,3.0101,3,18,0,18,4833,9189,1000,NA,43489,10185,11185,4,-996,0,0,6935,3250,0,3868,1,36440,0,0,1000,6935,10185,1,36
ABA21-10213,48,5,5,5,5,3,2,3,4,3,4,5,1,51.1104,51,18,0,32,4712,10475,1000,NA,145103,11475,12475,0,-1000,0,0,7140,4335,0,2499,1,36440,0,0,1000,7140,11475,1,32
ABA21-10219,48,4,2,2,5,4,1,3,5,5,2,5,1,24.0102,24,24,0,17,4805,21190,1000,NA,NA,22190,23190,0,-1000,5006,0,7140,15050,0,4897,1,NA,NA,0,1000,7140,22190,1,24
ABA21-10232,48,5,4,3,3,2,4,3,3,3,5,3,1,52.0101,52,19,0,15,4806,4600,1000,NA,0,5600,6600,0,-1000,700,0,4350,1250,0,3571,1,36440,1,0,1000,4350,5600,1,27
ABA21-10244,48,5,5,5,5,2,2,2,2,4,1,4,1,11.0801,11,18,0,15,4832,7325,1000,NA,0,8325,9325,0,-1000,10179,0,6825,1500,0,3827,1,36440,1,0,1000,6825,8325,1,36
ABA21-10246,48,4,5,4,2,2,1,4,5,4,2,4,1,31.0505,31,19,1,18,4806,9945,1000,NA,0,10945,11945,0,-1000,3000,0,7140,3805,0,3750,1,36440,1,0,1000,7140,10945,1,27
ABA21-10250,48,5,4,4,5,3,1,3,1,4,5,5,1,51.1601,51,42,1,21,4806,26744,1000,4768,NA,23240,24240,4504,3504,30000,0,10920,12320,0,6937,1,NA,NA,0,1000,10920,23240,2,34
ABA21-10258,48,5,5,4,5,1,1,1,4,5,2,5,1,13.0101,13,30,1,18,4835,19291,1000,7024,NA,17800,18800,2491,1491,4579,0,12440,5360,0,3425,1,NA,NA,0,1000,12440,17800,1,36
ABA21-10272,48,4,5,5,5,1,1,1,4,4,2,5,1,52.0101,52,21,1,32,4828,4743,1000,NA,82365,5740,6740,3,-997,0,0,4740,1000,0,4829,1,36440,0,0,1000,4740,5740,1,36
ABA21-10274,48,4,5,5,3,2,3,4,4,4,1,3,1,13.1312,13,23,1,32,4828,3424,1000,NA,NA,4420,5420,4,-996,30806,0,3420,1000,0,5115,1,NA,NA,0,1000,3420,4420,1,28
ABA21-10301,48,5,5,4,5,2,2,1,4,2,4,5,1,13.0101,13,18,0,33,4806,9011,1000,NA,15993,10010,11010,1,-999,0,0,7140,2870,0,3135,1,36440,1,0,1000,7140,10010,1,34
ABA21-10306,48,4,5,5,3,2,1,3,3,4,3,5,1,44.0701,44,23,0,17,4807,6230,1000,NA,NA,7230,8230,0,-1000,13722,0,6230,1000,0,4612,1,NA,NA,0,1000,6230,7230,1,32
ABA21-10312,48,5,5,4,4,1,1,1,4,4,2,5,1,15.1306,15,19,1,25,4833,11100,1000,NA,0,10600,11600,0,500,7190,0,7350,3250,450,4271,1,36440,1,0,1000,7350,10600,1,35
ABA21-10327,48,5,4,3,4,2,3,3,2,3,4,3,1,42.0101,42,20,0,32,4837,10730,1000,NA,18594,11730,12730,0,-1000,9519,0,8480,3250,0,6025,1,36440,1,0,1000,8480,11730,1,30
ABA21-10328,48,5,4,5,5,4,2,3,2,2,5,5,1,42.0101,42,18,0,17,4806,5090,1000,NA,82439,6090,7090,0,-1000,6948,0,4590,1500,0,3009,1,36440,0,0,1000,4590,6090,1,32
ABA21-10338,48,3,4,4,4,4,3,4,4,5,5,3,1,50.0702,50,21,0,17,4806,7000,1000,NA,NA,8000,9000,0,-1000,21280,0,6000,2000,0,4993,1,NA,NA,0,1000,6000,8000,1,24
ABA21-10341,48,2,5,4,5,2,2,3,2,2,2,5,1,51.3301,51,23,0,21,4803,18780,1000,NA,NA,19780,20780,0,-1000,5500,850,15780,4000,0,11583,1,NA,NA,0,1000,15780,19780,1,31
ABA21-10343,48,5,4,4,4,1,2,2,4,NA,2,NA,1,51.0904,51,28,0,21,4807,5120,1000,NA,NA,6120,7120,0,-1000,8320,0,3120,3000,0,3132,1,NA,NA,0,1000,3120,6120,1,32
ABA21-10367,48,5,5,5,3,3,3,3,5,4,1,5,1,3.0599,3,22,0,17,4806,9976,1000,NA,NA,10975,11975,0,-999,10366,0,7725,3250,0,3419,1,NA,NA,0,1000,7725,10975,2,28
ABA21-10383,48,4,4,5,4,3,3,3,4,4,NA,4,1,14.0101,14,31,1,35,4827,14905,1000,NA,NA,15905,16905,0,-1000,15542,0,8995,6910,0,5679,1,NA,NA,0,1000,8995,15905,1,28
ABA21-10391,48,4,4,3,3,4,3,3,2,2,4,4,1,51.3501,51,20,0,25,4804,12145,1000,NA,NA,13145,14145,0,-1000,7139,0,7140,6005,0,6451,1,NA,NA,0,1000,7140,13145,1,26
ABA21-10392,48,4,4,5,4,2,2,4,4,2,2,2,1,31.0505,31,18,0,32,4828,9375,1000,NA,43858,10375,11375,0,-1000,0,0,7140,3235,0,4829,1,36440,0,0,1000,7140,10375,1,29
ABA21-10402,48,5,5,3,3,1,1,4,3,5,3,4,1,51.3399,51,49,0,21,4803,18373,1000,NA,NA,19370,20370,3,-997,18807,850,15370,4000,0,6395,1,NA,NA,0,1000,15370,19370,2,31
ABA21-10413,48,2,5,2,4,1,1,3,4,2,4,5,1,52.0101,52,18,1,30,2457,6000,1000,NA,0,7000,8000,0,-1000,4224,0,3800,3200,0,5170,1,36440,1,0,1000,3800,7000,1,28
ABA21-10423,48,5,5,5,4,5,4,4,1,5,NA,5,1,51.1601,51,39,0,17,4804,7803,1000,10656,NA,8800,9800,3,-997,0,0,6440,2360,0,1655,1,NA,NA,0,1000,6440,8800,1,29
ABA21-10426,48,4,5,4,4,2,1,2,3,5,2,5,1,51.1601,51,18,0,21,4803,9849,1000,NA,60754,10845,11845,4,-996,1081,0,7140,3705,0,5128,1,36440,0,0,1000,7140,10845,1,33
ABA21-10429,48,4,4,5,3,4,2,3,5,4,5,5,1,51.0802,51,20,0,17,4803,9355,1000,NA,0,8855,9855,0,500,5935,0,5605,3250,0,4121,1,36440,1,0,1000,5605,8855,1,26
ABA21-10434,48,4,4,4,5,2,2,4,4,2,2,2,1,24.0102,24,21,0,17,4803,12540,1000,NA,NA,13540,14540,0,-1000,30233,0,7140,6400,0,4536,1,NA,NA,0,1000,7140,13540,1,29
ABA21-10438,48,5,5,5,5,2,2,3,4,5,5,5,1,15.0903,15,23,0,20,4832,9540,1000,NA,NA,10540,11540,0,-1000,18406,0,7290,3250,0,3827,1,NA,NA,0,1000,7290,10540,2,33
ABA21-10478,48,4,4,4,4,1,1,4,5,4,1,4,1,12.0409,12,18,0,15,4803,12335,1000,NA,34658,13335,14335,0,-1000,1450,0,5105,8230,0,4675,1,36440,1,0,1000,5105,13335,2,29
ABA21-10483,48,3,5,4,5,4,3,3,4,4,4,5,1,13.0101,13,19,1,32,4825,10290,1000,NA,0,9790,10790,0,500,5180,0,6540,3250,0,4873,1,36440,1,0,1000,6540,9790,1,27
ABA21-10489,48,5,5,5,5,3,2,2,5,1,5,1,1,14.0101,14,27,1,35,4825,7140,1000,NA,NA,8140,9140,0,-1000,14914,0,7140,1000,0,2700,1,NA,NA,0,1000,7140,8140,2,32
ABA21-10492,48,4,4,5,4,1,2,2,4,5,2,4,1,9.0401,9,21,0,15,4834,6883,1000,NA,NA,7880,8880,0,-997,11263,2680,6130,1750,0,4637,1,NA,NA,0,1000,6130,7880,2,32
ABA21-10502,48,4,5,4,4,1,1,2,1,4,4,4,1,49.0104,49,20,1,35,4832,14415,1000,NA,86554,15415,16415,0,-1000,17759,0,11415,4000,0,14990,1,36440,0,0,1000,11415,15415,2,36
ABA21-10506,48,4,5,4,5,1,1,2,5,5,1,5,1,42.0101,42,20,1,32,4825,7830,1000,NA,NA,8830,9830,0,-1000,29833,0,6830,2000,0,4134,1,NA,NA,0,1000,6830,8830,1,33
ABA21-10508,48,4,4,3,5,2,3,4,5,4,1,4,1,51.1601,51,25,0,21,4806,9885,1000,NA,NA,10885,11885,0,-1000,20332,0,7635,3250,0,3433,1,NA,NA,0,1000,7635,10885,1,26
ABA21-10515,48,4,5,3,4,3,2,4,3,5,3,4,1,45.1101,45,22,1,32,5932,17170,1000,NA,NA,18170,19170,0,-1000,4321,0,12170,6000,0,5588,1,NA,NA,0,1000,12170,18170,1,28
ABA21-10523,48,4,5,5,5,4,NA,4,4,4,4,4,1,3.0104,3,41,1,18,4804,16940,1000,10169,NA,14940,15940,228,2000,10196,0,7140,7800,0,4905,1,NA,NA,0,1000,7140,14940,1,NA
ABA21-10530,48,5,5,3,4,1,1,3,4,5,5,5,1,24.0102,24,19,0,32,4825,4310,1000,NA,74432,5060,6060,0,-750,0,0,3560,1500,0,4617,1,36440,0,0,1000,3560,5060,1,32
ABA21-10536,48,5,5,5,5,1,1,1,2,4,4,5,1,24.0101,24,25,0,21,4804,10835,1000,NA,NA,11835,12835,0,-1000,24834,0,7140,4695,0,3544,1,NA,NA,0,1000,7140,11835,1,39
ABA21-10545,48,4,5,4,4,4,4,3,4,4,2,5,1,26.0901,26,19,0,32,4825,8610,1000,NA,13797,9610,10610,0,-1000,5450,0,7110,2500,0,5067,1,36440,1,0,1000,7110,9610,1,26
ABA21-10547,48,4,5,5,5,1,1,4,2,4,3,3,1,45.0701,45,26,1,32,4828,13325,1000,0,NA,14325,15325,0,-1000,23959,0,7140,7185,0,4829,1,NA,NA,0,1000,7140,14325,1,35
ABA21-10557,48,4,5,5,5,1,1,2,1,5,5,5,1,24.0102,24,18,0,32,4825,5305,1000,NA,0,5805,6805,0,-500,2720,0,4305,1500,0,5041,1,36440,1,0,1000,4305,5805,1,38
ABA21-10566,48,5,5,4,5,2,2,2,4,2,4,4,1,24.0102,24,18,0,32,4825,3180,1000,NA,90614,2680,3680,0,500,9503,0,1680,1000,567,5067,1,36440,0,0,1000,1680,2680,1,33
ABA21-10567,48,5,4,5,5,1,1,1,4,5,1,5,1,15.1202,15,20,1,15,4806,6250,1000,NA,73865,6450,7450,0,-200,6980,0,5450,1000,0,3980,1,36440,0,0,1000,5450,6450,1,36
ABA21-10581,48,5,5,4,5,1,2,4,4,4,2,2,1,14.0901,14,20,1,35,4825,11093,1000,NA,42000,12090,13090,0,-997,9836,0,8840,3250,0,4947,1,36440,0,0,1000,8840,12090,1,32
ABA21-10585,48,4,5,2,5,2,2,3,4,5,3,5,1,9.0401,9,21,1,15,4834,5070,1000,NA,173268,6070,7070,0,-1000,7633,0,4570,1500,0,4574,1,36440,0,0,1000,4570,6070,1,29
ABA21-10597,48,5,4,4,4,2,4,2,2,4,4,4,1,54.0101,54,18,1,32,4825,10760,1000,NA,0,11760,12760,0,-1000,990,0,4875,6885,0,5067,1,36440,1,0,1000,4875,11760,1,31
ABA21-10604,48,4,5,2,2,4,1,2,5,4,1,4,1,51.1601,51,28,0,17,4805,21625,1000,NA,NA,22625,23625,0,-1000,5940,0,11265,11360,0,4357,1,NA,NA,0,1000,11265,22625,2,25
ABA21-12123,48,4,5,1,4,2,1,5,5,1,4,2,1,14.1901,14,27,1,20,4832,9250,1000,NA,NA,10250,11250,0,-1000,33208,0,7000,3250,0,3827,1,NA,NA,0,1000,7000,10250,2,25
ABA21-12125,48,5,5,4,5,2,3,3,4,4,4,4,1,45.0702,45,21,1,18,4833,2546,1000,NA,NA,3545,4545,0,-999,20473,0,2545,1000,1250,3850,1,NA,NA,0,1000,2545,3545,1,31
ABA21-12131,48,4,4,5,5,2,2,4,3,5,5,5,1,51.0602,51,24,0,34,4825,21015,1000,NA,NA,22015,23015,0,-1000,29217,0,18015,4000,0,9369,1,NA,NA,0,1000,18015,22015,1,31
ABA21-12152,48,4,5,4,4,2,1,2,5,4,5,4,1,24.0102,24,19,1,17,4802,7755,1000,NA,0,7755,8755,0,0,4673,0,5755,2000,500,3500,1,36440,1,0,1000,5755,7755,1,31
ABA21-12156,48,4,4,4,4,2,2,2,3,4,5,4,1,52.0101,52,24,1,15,4832,5523,1000,NA,NA,6520,7520,0,-997,6413,2280,5020,1500,0,3827,1,NA,NA,0,1000,5020,6520,1,31
ABA21-12158,48,5,4,2,1,4,2,4,4,5,2,5,1,51.3301,51,29,0,21,4822,21860,1000,NA,NA,22860,23860,0,-1000,30707,0,11140,11720,0,9000,1,NA,NA,0,1000,11140,22860,1,22
ABA21-12167,48,5,5,5,5,2,2,2,4,5,4,5,1,13.0101,13,19,0,33,4802,9165,1000,NA,0,8665,9665,0,500,10312,0,5415,3250,0,3172,1,36440,1,0,1000,5415,8665,1,34
ABA21-12175,48,4,4,4,5,5,2,4,4,3,2,5,1,51.1601,51,23,0,21,4803,7258,1000,NA,NA,8255,9255,3,-997,11432,0,7255,1000,0,1137,1,NA,NA,0,1000,7255,8255,2,26
ABA21-12176,48,5,4,4,4,2,2,4,4,2,2,5,1,52.1905,52,22,1,25,4835,10455,1000,NA,NA,11455,12455,0,-1000,0,0,8205,3250,0,4222,1,NA,NA,0,1000,8205,11455,2,29
ABA21-12177,48,4,5,4,5,2,1,2,5,2,1,2,1,24.0102,24,24,1,17,4802,10145,1000,NA,NA,9645,10645,0,500,28573,0,6395,3250,0,3500,1,NA,NA,0,1000,6395,9645,1,32
ABA21-12187,48,2,4,4,4,1,2,5,5,5,1,4,1,27.0101,27,20,0,32,4828,7025,1000,NA,15247,8025,9025,0,-1000,10228,0,6025,2000,0,4829,1,36440,1,0,1000,6025,8025,1,25
ABA21-12188,48,5,5,3,3,2,1,5,4,4,1,4,1,3.0206,3,18,1,18,4833,2782,1000,NA,68462,3780,4780,0,-998,0,280,2780,1000,1000,4211,1,36440,0,0,1000,2780,3780,1,28
ABA21-12190,48,5,5,4,4,1,1,1,3,4,5,5,1,24.0102,24,19,0,32,4828,10975,1000,NA,76517,11975,12975,0,-1000,4737,0,5140,6835,0,4829,1,36440,0,0,1000,5140,11975,1,36
ABA21-12196,48,5,5,4,4,1,1,1,2,5,4,4,1,14.3801,14,20,1,35,4827,8595,1000,NA,54071,9595,10595,0,-1000,3116,0,7095,2500,0,5679,1,36440,0,0,1000,7095,9595,1,37
ABA21-12197,48,5,5,4,3,2,2,2,4,4,2,5,1,51.1601,51,19,0,39,4704,12966,1000,NA,60795,13440,14440,526,-474,2700,0,7140,6300,0,7950,1,36440,0,0,1000,7140,13440,1,31
ABA21-12204,48,5,4,5,5,1,2,4,5,5,4,5,1,13.0101,13,24,0,33,4825,8323,1000,NA,NA,9320,10320,3,-997,15282,2120,8320,1000,0,4782,1,NA,NA,0,1000,8320,9320,1,31
ABA21-12206,48,5,5,4,5,2,2,4,2,4,4,4,1,51.1601,51,18,0,36,4827,7485,1000,NA,89457,8485,9485,0,-1000,0,0,6485,2000,0,4879,1,36440,0,0,1000,6485,8485,1,33
ABA21-12210,48,4,4,5,4,2,1,2,4,5,1,5,1,13.0101,13,30,0,33,4828,12425,1000,NA,NA,11750,12750,0,675,1027,0,7140,4610,0,4829,1,NA,NA,0,1000,7140,11750,1,32
ABA21-12227,48,5,5,4,4,4,2,4,5,4,1,5,1,15.0201,15,18,1,20,4832,8161,1000,NA,50204,9160,10160,1,-999,1272,0,6910,2250,0,3827,1,36440,0,0,1000,6910,9160,1,27
ABA21-12233,48,5,5,4,4,1,2,2,4,4,3,4,1,52.0801,52,21,1,17,4805,10626,1000,NA,NA,11125,12125,0,-499,16454,0,10625,500,0,4180,1,NA,NA,0,1000,10625,11125,1,33
ABA21-12266,48,5,5,5,4,1,3,5,3,5,4,5,1,44.0702,44,18,0,18,4812,11671,1000,NA,NA,12670,13670,1,-999,374,0,7140,5530,0,5275,1,NA,NA,0,1000,7140,12670,2,31
ABA21-12276,48,5,5,4,4,1,2,1,4,4,4,5,1,13.0101,13,19,0,33,4825,6827,1000,NA,107921,7825,8825,2,-998,5266,0,6075,1750,0,5041,1,36440,0,0,1000,6075,7825,1,34
ABA21-12281,48,5,3,3,5,2,3,4,3,3,1,4,1,1.9999,1,18,0,32,4828,5159,1000,NA,89981,6155,7155,4,-996,5781,80,4655,1500,0,4537,1,36440,0,0,1000,4655,6155,1,28
ABA21-12282,48,5,5,4,4,4,2,4,4,3,2,4,1,24.0102,24,19,0,17,4804,7406,1000,NA,48680,8405,9405,1,-999,0,0,6405,2000,0,3865,1,36440,0,0,1000,6405,8405,2,28
ABA21-12283,48,4,5,4,4,1,1,4,5,2,1,4,1,19.0709,19,18,0,18,4806,10405,1000,NA,NA,11405,12405,4,-1000,937,0,7140,4265,0,3325,1,NA,NA,0,1000,7140,11405,2,30
ABA21-12284,48,5,3,4,5,1,3,3,5,4,1,2,1,42.0101,42,20,1,32,4803,8627,1000,NA,66585,9625,10625,2,-998,0,680,7125,2500,0,4529,1,36440,0,0,1000,7125,9625,1,29
ABA21-12286,48,4,4,5,4,1,1,5,2,2,2,1,1,45.1101,45,22,1,32,4828,10975,1000,NA,NA,11975,12975,0,-1000,5453,0,8725,3250,0,4829,1,NA,NA,0,1000,8725,11975,1,32
ABA21-12290,48,5,5,4,5,1,1,2,4,5,5,5,1,51.1601,51,22,0,36,3513,10754,1000,NA,NA,11750,12750,0,-996,25760,1080,8500,3250,0,5250,1,NA,NA,0,1000,8500,11750,1,35
ABA21-12292,48,5,5,3,5,1,1,5,4,5,1,4,1,39.0702,39,18,0,39,4704,11527,1000,NA,34543,12525,13525,0,-998,7008,0,4140,8385,0,7311,1,36440,1,0,1000,4140,12525,2,31
ABA21-12293,48,2,4,5,4,2,2,3,4,5,5,3,1,41.0301,41,27,0,20,4832,10057,1000,NA,NA,11055,12055,2,-998,6466,0,7805,3250,0,3827,1,NA,NA,0,1000,7805,11055,1,28
ABA21-12295,48,5,5,3,5,1,3,3,4,5,5,5,1,52.0201,52,23,0,15,4832,10170,1000,NA,NA,9670,10670,0,500,26689,0,6420,3250,0,3827,1,NA,NA,0,1000,6420,9670,2,31
ABA21-12299,48,4,4,3,4,2,2,3,4,4,4,2,1,42.0101,42,20,1,32,4801,2079,1000,NA,97630,3075,4075,4,-996,1371,280,2075,1000,0,10927,1,36440,0,0,1000,2075,3075,1,28
ABA21-12301,48,4,4,4,4,3,3,4,4,4,3,3,1,14.0901,14,21,1,15,4834,9600,1000,NA,0,9100,10100,0,500,15296,0,5850,3250,0,5504,1,36440,1,0,1000,5850,9100,2,26
ABA21-12320,48,4,4,3,4,2,1,3,4,5,5,4,1,9.0101,9,25,1,32,4607,9206,1000,NA,NA,10205,11205,0,-999,27720,680,6955,3250,3000,5854,1,NA,NA,0,1000,6955,10205,1,29
ABA21-12321,48,5,4,2,4,2,2,4,4,4,2,4,1,1.0205,1,24,1,25,4833,9692,1000,NA,NA,10690,11690,0,-998,7600,1880,7440,3250,0,4246,1,NA,NA,0,1000,7440,10690,2,27
ABA21-12325,48,5,5,3,4,1,1,3,4,4,2,4,1,30.1701,30,19,0,17,4820,9479,1000,NA,22600,10475,11475,4,-996,3834,1080,4140,6335,1400,8579,1,36440,1,0,1000,4140,10475,1,32
ABA21-12331,48,4,4,2,3,2,3,5,5,5,4,5,1,52.0101,52,21,1,30,4827,10116,1000,NA,NA,11115,12115,1,-999,25085,1080,7865,3250,0,5220,1,NA,NA,0,1000,7865,11115,1,22
ABA21-12336,48,2,4,5,2,3,3,4,3,4,4,5,1,26.0101,26,24,1,32,4826,4638,500,NA,NA,5135,5635,0,-497,4074,0,4635,500,0,2890,1,NA,NA,0,500,4635,5135,1,24
